,SO2,CO,O3,NO2,PM10,PM25,time,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),중하층운량(10분위),최저운고(100m ),시정(10m),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),운형(운형약어)_AcCc,운형(운형약어)_AcCcCi,운형(운형약어)_AcCi,운형(운형약어)_AcCs,운형(운형약어)_As,운형(운형약어)_CbCu,운형(운형약어)_CbSc,운형(운형약어)_CbScAs,운형(운형약어)_CbScCs,운형(운형약어)_CbScNs,운형(운형약어)_CbStNs,운형(운형약어)_Cc,운형(운형약어)_CcCi,운형(운형약어)_Ci,운형(운형약어)_Cs,운형(운형약어)_CsCi,운형(운형약어)_Cu,운형(운형약어)_CuAc,운형(운형약어)_CuAcCc,운형(운형약어)_CuAs,운형(운형약어)_CuCcCi,운형(운형약어)_CuCi,운형(운형약어)_CuSc,운형(운형약어)_CuScAc,운형(운형약어)_CuScAcCi,운형(운형약어)_CuScAs,운형(운형약어)_CuScCc,운형(운형약어)_CuScCcCi,운형(운형약어)_CuScCi,운형(운형약어)_CuScCs,운형(운형약어)_CuScNs,운형(운형약어)_NoCloud,운형(운형약어)_Sc,운형(운형약어)_ScAc,운형(운형약어)_ScAcCi,운형(운형약어)_ScAcCs,운형(운형약어)_ScAs,운형(운형약어)_ScAsCi,운형(운형약어)_ScCc,운형(운형약어)_ScCcCi,운형(운형약어)_ScCi,운형(운형약어)_ScCs,운형(운형약어)_St,운형(운형약어)_StAs,운형(운형약어)_StAsCi,운형(운형약어)_StNs
1444,0.003,0.4,0.034,0.012,3.0,1.0,2021-03-02 05:00:00,0.2,0.0,0.1,0.0,90,5.6,-1.2,1009.4,1020.2,0.0,0.0,2.2,9.0,9,14.0,2000,0.0,1.6,4.0,3.7,4.2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,0.002,0.4,0.03,0.017,5.0,5.0,2021-03-02 06:00:00,0.3,0.0,1.6,290.0,89,5.6,-1.3,1010.2,1021.0,0.0,0.0,2.1,9.0,9,13.0,2000,0.0,1.5,3.9,3.6,4.1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,0.003,0.5,0.024,0.023,3.0,3.0,2021-03-02 07:00:00,0.2,0.0,1.9,290.0,87,5.4,-1.7,1011.3,1022.1,0.0,0.0,2.1,9.0,9,12.0,2000,0.0,1.4,3.8,3.5,4.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,0.003,0.7,0.017,0.034,5.0,4.0,2021-03-02 08:00:00,0.3,0.0,1.1,340.0,87,5.4,-1.6,1012.3,1023.2,0.0,0.03,2.0,9.0,9,11.0,2000,0.0,1.7,3.8,3.4,4.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,0.002,0.6,0.02,0.03,10.0,4.0,2021-03-02 09:00:00,0.7,0.0,2.2,50.0,84,5.4,-1.7,1013.6,1024.4,0.0,0.24,1.8,9.0,9,11.0,2000,0.0,2.9,3.8,3.4,3.9,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,0.002,0.5,0.03,0.021,8.0,5.0,2021-03-02 10:00:00,1.5,0.0,2.0,50.0,80,5.5,-1.5,1014.4,1025.2,0.0,0.57,1.6,9.0,9,12.0,2000,0.0,4.9,3.9,3.4,3.8,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,0.003,0.4,0.032,0.017,7.0,1.0,2021-03-02 11:00:00,2.4,0.0,3.0,20.0,73,5.3,-1.9,1014.8,1025.6,0.0,0.91,1.4,8.0,8,12.0,2000,0.0,7.7,4.1,3.5,3.8,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,0.003,0.4,0.034,0.017,10.0,7.0,2021-03-02 12:00:00,3.5,0.0,1.3,90.0,73,5.8,-0.8,1015.0,1025.7,0.7,1.92,0.0,8.0,8,11.0,2000,0.0,11.9,4.5,3.7,3.8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,0.002,0.5,0.037,0.013,9.0,6.0,2021-03-02 13:00:00,4.0,0.0,1.5,320.0,66,5.4,-1.7,1014.8,1025.5,0.3,1.46,0.0,9.0,9,8.0,2000,0.0,9.6,5.3,4.2,3.9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,0.003,0.5,0.042,0.011,11.0,7.0,2021-03-02 14:00:00,4.8,0.0,2.8,320.0,62,5.4,-1.8,1014.7,1025.4,0.4,1.7,0.0,8.0,8,10.0,2000,0.0,13.4,6.0,4.6,4.1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,0.003,0.4,0.042,0.012,17.0,7.0,2021-03-02 15:00:00,6.1,0.0,2.8,270.0,53,5.0,-2.7,1015.2,1025.8,0.6,2.03,0.0,7.0,7,11.0,2000,0.0,15.4,6.6,5.1,4.3,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,0.003,0.5,0.043,0.01,23.0,10.0,2021-03-02 16:00:00,6.2,0.0,3.8,290.0,51,4.8,-3.2,1015.7,1026.3,0.9,2.08,0.0,3.0,3,13.0,2000,0.0,13.7,7.0,5.5,4.6,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,0.003,0.4,0.04,0.011,13.0,8.0,2021-03-02 17:00:00,6.4,0.0,2.6,360.0,48,4.6,-3.8,1015.9,1026.5,1.0,1.44,0.0,2.0,2,13.0,2000,0.0,9.1,7.1,5.8,4.9,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,0.002,0.5,0.033,0.016,18.0,10.0,2021-03-02 18:00:00,4.9,0.0,2.4,340.0,53,4.6,-3.8,1016.6,1027.3,0.8,0.49,0.0,1.0,1,10.0,2000,0.0,6.0,6.9,5.9,5.2,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,0.003,0.4,0.024,0.025,15.0,10.0,2021-03-02 19:00:00,3.8,0.0,2.1,360.0,60,4.8,-3.2,1017.3,1028.0,0.0,0.03,0.0,0.0,0,200.0,2000,0.0,3.9,6.4,5.8,5.4,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,0.003,0.5,0.016,0.032,16.0,12.0,2021-03-02 20:00:00,2.9,0.0,2.1,320.0,67,5.0,-2.6,1017.6,1028.4,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,2.6,5.9,5.5,5.4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,0.003,0.6,0.012,0.037,22.0,14.0,2021-03-02 21:00:00,2.1,0.0,0.8,290.0,77,5.5,-1.5,1017.7,1028.5,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,1.8,5.4,5.2,5.4,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,0.003,0.6,0.006,0.041,27.0,18.0,2021-03-02 22:00:00,1.5,0.0,0.9,270.0,81,5.5,-1.4,1018.1,1029.0,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,1.1,5.0,4.9,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,0.002,0.6,0.01,0.039,25.0,17.0,2021-03-02 23:00:00,1.2,0.0,0.5,320.0,85,5.7,-1.0,1018.5,1029.4,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,0.8,4.6,4.5,5.2,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,0.003,0.7,0.005,0.042,30.0,21.0,2021-03-03 00:00:00,0.8,0.0,1.1,270.0,86,5.6,-1.2,1018.5,1029.4,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,0.6,4.3,4.3,5.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,0.003,0.7,0.003,0.042,31.0,22.0,2021-03-03 01:00:00,0.8,0.0,1.1,270.0,89,5.8,-0.8,1018.8,1029.7,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,0.5,4.0,4.0,4.8,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,0.004,0.7,0.002,0.046,31.0,21.0,2021-03-03 02:00:00,0.5,0.0,1.2,270.0,90,5.7,-0.9,1020.1,1031.0,0.0,0.0,0.0,0.0,0,200.0,1998,0.0,0.4,3.8,3.8,4.6,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,0.003,0.7,0.002,0.044,21.0,14.0,2021-03-03 03:00:00,0.3,0.0,1.4,20.0,92,5.8,-0.8,1019.8,1030.7,0.0,0.0,0.0,0.0,0,200.0,1404,0.0,0.3,3.6,3.6,4.4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,0.003,0.6,0.002,0.039,22.0,15.0,2021-03-03 04:00:00,-0.4,0.0,2.5,20.0,91,5.4,-1.6,1019.1,1030.0,0.0,0.0,0.0,0.0,0,200.0,1926,0.0,0.3,3.4,3.4,4.3,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,0.003,0.6,0.001,0.039,20.0,13.0,2021-03-03 05:00:00,-0.8,0.0,2.2,50.0,87,5.0,-2.6,1018.7,1029.7,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,0.2,3.2,3.2,4.1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,0.002,0.6,0.002,0.042,21.0,15.0,2021-03-03 06:00:00,-1.0,0.0,1.7,20.0,89,5.1,-2.5,1019.3,1030.3,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,0.0,3.1,3.0,4.0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,0.004,0.7,0.003,0.043,22.0,15.0,2021-03-03 07:00:00,-1.2,0.0,2.2,20.0,91,5.1,-2.4,1019.7,1030.7,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,-0.2,2.9,2.9,3.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,0.002,0.7,0.005,0.043,26.0,16.0,2021-03-03 08:00:00,-0.6,0.0,2.6,20.0,93,5.5,-1.5,1020.6,1031.6,0.5,0.19,0.0,2.0,0,200.0,2000,0.0,-0.2,2.8,2.8,3.7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,0.003,0.7,0.008,0.039,32.0,21.0,2021-03-03 09:00:00,1.3,0.0,2.5,50.0,85,5.7,-0.9,1020.8,1031.7,1.0,0.69,0.0,4.0,0,200.0,2000,0.0,0.2,2.8,2.7,3.6,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,0.003,0.7,0.01,0.038,40.0,27.0,2021-03-03 10:00:00,3.8,0.0,2.4,70.0,74,5.9,-0.4,1020.3,1031.1,1.0,1.5,0.0,4.0,0,200.0,2000,0.0,8.9,2.9,2.6,3.4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,0.003,0.6,0.017,0.031,44.0,26.0,2021-03-03 11:00:00,6.0,0.0,1.7,110.0,64,6.0,-0.3,1019.5,1030.2,1.0,2.1,0.0,6.0,0,200.0,2000,0.0,13.7,3.4,2.7,3.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,0.003,0.5,0.023,0.029,47.0,27.0,2021-03-03 12:00:00,7.7,0.0,2.1,160.0,55,5.8,-0.7,1019.2,1029.8,1.0,2.5,0.0,7.0,0,200.0,2000,0.0,16.6,4.5,3.2,3.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,0.004,0.5,0.028,0.026,48.0,26.0,2021-03-03 13:00:00,8.7,0.0,2.1,160.0,50,5.6,-1.1,1018.2,1028.7,1.0,2.38,0.0,7.0,0,200.0,2000,0.0,17.0,5.7,4.0,3.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,0.002,0.5,0.029,0.026,51.0,29.0,2021-03-03 14:00:00,9.3,0.0,2.2,250.0,42,4.9,-2.9,1017.2,1027.7,1.0,2.38,0.0,8.0,0,200.0,2000,0.0,17.2,6.8,4.9,3.7,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,0.003,0.4,0.033,0.025,48.0,24.0,2021-03-03 15:00:00,9.5,0.0,2.1,230.0,39,4.6,-3.7,1016.9,1027.4,1.0,1.85,0.0,7.0,0,200.0,2000,0.0,15.2,7.5,5.6,4.1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,0.003,0.4,0.032,0.026,51.0,26.0,2021-03-03 16:00:00,9.6,0.0,2.1,180.0,43,5.2,-2.3,1016.7,1027.2,1.0,1.43,0.0,8.0,0,200.0,2000,0.0,13.6,8.0,6.1,4.5,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,0.002,0.5,0.027,0.031,43.0,24.0,2021-03-03 17:00:00,9.6,0.0,1.4,200.0,39,4.6,-3.7,1016.4,1026.9,1.0,1.06,0.0,7.0,0,200.0,2000,0.0,9.3,8.1,6.4,5.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,0.003,0.6,0.02,0.039,50.0,27.0,2021-03-03 18:00:00,8.4,0.0,2.2,200.0,38,4.2,-5.1,1016.5,1027.0,0.9,0.41,0.0,8.0,0,200.0,2000,0.0,6.4,7.8,6.6,5.3,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,0.003,0.7,0.014,0.045,52.0,26.0,2021-03-03 19:00:00,6.9,0.0,2.3,270.0,38,3.8,-6.4,1016.9,1027.5,0.0,0.03,0.0,6.0,0,200.0,2000,0.0,4.3,7.3,6.4,5.5,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,0.003,0.8,0.005,0.054,61.0,31.0,2021-03-03 20:00:00,5.6,0.0,1.5,270.0,48,4.4,-4.5,1017.1,1027.8,0.0,0.0,0.0,7.0,0,200.0,2000,0.0,3.0,6.7,6.1,5.6,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,0.004,0.8,0.002,0.058,56.0,29.0,2021-03-03 21:00:00,4.8,0.0,0.7,290.0,52,4.5,-4.2,1017.2,1027.9,0.0,0.0,0.0,4.0,0,200.0,2000,0.0,2.1,6.1,5.8,5.6,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,0.004,1.1,0.002,0.061,59.0,33.0,2021-03-03 22:00:00,4.2,0.0,1.1,250.0,59,4.9,-3.1,1017.2,1027.9,0.0,0.0,0.0,6.0,0,200.0,2000,0.0,1.5,5.6,5.4,5.6,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,0.004,1.1,0.002,0.061,56.0,32.0,2021-03-03 23:00:00,4.2,0.0,0.1,0.0,59,4.9,-3.1,1017.3,1028.0,0.0,0.0,0.0,8.0,8,58.0,2000,0.0,1.6,5.3,5.1,5.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,0.004,1.3,0.002,0.065,60.0,37.0,2021-03-04 00:00:00,3.9,0.0,1.0,50.0,65,5.3,-2.0,1016.8,1027.5,0.0,0.0,0.0,6.0,0,200.0,2000,0.0,1.1,5.0,4.8,5.3,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,0.004,1.2,0.002,0.062,54.0,33.0,2021-03-04 01:00:00,3.5,0.0,1.3,50.0,66,5.2,-2.2,1016.5,1027.2,0.0,0.0,0.0,3.0,3,53.0,2000,0.0,0.7,4.7,4.6,5.1,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,0.003,1.1,0.002,0.057,52.0,33.0,2021-03-04 02:00:00,2.9,0.0,1.7,20.0,70,5.3,-2.0,1016.5,1027.3,0.0,0.0,0.0,4.0,2,8.0,1200,0.0,0.6,4.5,4.3,4.9,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,0.003,0.9,0.001,0.05,50.0,32.0,2021-03-04 03:00:00,2.6,0.0,1.6,50.0,72,5.3,-1.9,1016.0,1026.8,0.0,0.0,0.0,5.0,5,13.0,2000,0.0,0.7,4.2,4.1,4.8,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,0.004,0.8,0.002,0.048,51.0,35.0,2021-03-04 04:00:00,2.7,0.0,1.9,70.0,71,5.3,-2.0,1015.6,1026.4,0.0,0.0,0.0,8.0,8,13.0,2000,0.0,0.9,4.1,4.0,4.6,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,0.003,0.8,0.002,0.046,50.0,33.0,2021-03-04 05:00:00,3.1,0.0,2.0,50.0,71,5.4,-1.6,1015.4,1026.2,0.0,0.0,0.0,8.0,8,13.0,1999,0.0,1.6,4.1,3.8,4.5,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,0.002,0.7,0.002,0.045,49.0,34.0,2021-03-04 06:00:00,3.6,0.0,2.8,50.0,68,5.4,-1.7,1015.5,1026.2,0.0,0.0,0.0,8.0,8,14.0,1957,0.0,1.7,4.1,3.8,4.3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,0.003,0.7,0.003,0.046,48.0,31.0,2021-03-04 07:00:00,3.7,0.0,3.3,50.0,69,5.5,-1.4,1015.2,1025.9,0.0,0.0,0.0,9.0,7,14.0,1932,0.0,1.7,4.1,3.8,4.2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1495,0.003,0.7,0.005,0.043,48.0,34.0,2021-03-04 08:00:00,4.0,0.0,3.2,50.0,69,5.6,-1.1,1015.2,1025.9,0.0,0.08,0.0,9.0,8,15.0,1898,0.0,2.8,4.1,3.7,4.2,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1496,0.003,0.8,0.006,0.043,49.0,32.0,2021-03-04 09:00:00,4.9,0.0,2.5,50.0,66,5.7,-0.9,1015.5,1026.2,0.0,0.36,0.0,9.0,7,10.0,1936,0.0,4.6,4.3,3.8,4.1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1497,0.003,0.8,0.007,0.047,55.0,34.0,2021-03-04 10:00:00,6.1,0.0,2.6,50.0,63,5.9,-0.4,1015.5,1026.1,0.0,0.65,0.0,9.0,3,10.0,1950,0.0,6.8,4.7,3.9,4.1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1498,0.004,0.8,0.009,0.047,57.0,35.0,2021-03-04 11:00:00,7.0,0.0,2.8,50.0,60,6.0,-0.2,1014.9,1025.5,0.0,0.62,0.0,9.0,2,10.0,1900,0.0,8.2,5.2,4.2,4.1,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1499,0.003,0.7,0.014,0.04,51.0,33.0,2021-03-04 12:00:00,8.5,0.0,2.7,50.0,56,6.2,0.2,1014.4,1024.9,0.0,1.12,0.0,9.0,0,200.0,1972,0.0,11.4,5.8,4.6,4.2,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,0.003,0.6,0.014,0.041,54.0,33.0,2021-03-04 13:00:00,10.4,0.0,2.1,50.0,51,6.4,0.6,1013.5,1024.0,0.4,1.78,0.0,8.0,0,200.0,1995,0.0,13.8,6.7,5.1,4.3,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,0.003,0.6,0.031,0.036,54.0,31.0,2021-03-04 14:00:00,11.2,0.0,1.7,70.0,51,6.8,1.4,1012.1,1022.5,0.0,1.33,0.0,9.0,0,200.0,2000,0.0,13.6,7.4,5.7,4.6,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,0.004,0.5,0.025,0.03,42.0,23.0,2021-03-04 15:00:00,12.1,0.0,1.6,110.0,50,7.0,1.9,1011.5,1021.8,0.5,1.47,0.0,8.0,2,12.0,2000,0.0,15.1,8.1,6.3,4.9,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1503,0.003,0.5,0.026,0.028,34.0,18.0,2021-03-04 16:00:00,13.0,0.0,1.4,200.0,50,7.5,2.8,1011.5,1021.8,0.8,1.36,0.0,8.0,3,14.0,2000,0.0,14.8,8.7,6.8,5.2,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
